Country;Percentile Label;Percentile;Year;Value
West Asia;Bottom 50%;p0p50;1973;
West Asia;Bottom 50%;p0p50;1974;
West Asia;Bottom 50%;p0p50;1975;
West Asia;Bottom 50%;p0p50;1976;
West Asia;Bottom 50%;p0p50;1977;
West Asia;Bottom 50%;p0p50;1978;
West Asia;Bottom 50%;p0p50;1979;
West Asia;Bottom 50%;p0p50;1980;0.1882
West Asia;Bottom 50%;p0p50;1981;0.1876
West Asia;Bottom 50%;p0p50;1982;0.1949
West Asia;Bottom 50%;p0p50;1983;0.1975
West Asia;Bottom 50%;p0p50;1984;0.1992
West Asia;Bottom 50%;p0p50;1985;0.2034
West Asia;Bottom 50%;p0p50;1986;0.1982
West Asia;Bottom 50%;p0p50;1987;0.201
West Asia;Bottom 50%;p0p50;1988;0.1981
West Asia;Bottom 50%;p0p50;1989;0.193
West Asia;Bottom 50%;p0p50;1990;0.1962
West Asia;Bottom 50%;p0p50;1991;0.1858
West Asia;Bottom 50%;p0p50;1992;0.1448
West Asia;Bottom 50%;p0p50;1993;0.1362
West Asia;Bottom 50%;p0p50;1994;0.1079
West Asia;Bottom 50%;p0p50;1995;0.097
West Asia;Bottom 50%;p0p50;1996;0.0775
West Asia;Bottom 50%;p0p50;1997;0.0933
West Asia;Bottom 50%;p0p50;1998;0.1055
West Asia;Bottom 50%;p0p50;1999;0.1077
West Asia;Bottom 50%;p0p50;2000;0.1056
West Asia;Bottom 50%;p0p50;2001;0.1062
West Asia;Bottom 50%;p0p50;2002;0.1098
West Asia;Bottom 50%;p0p50;2003;0.1051
West Asia;Bottom 50%;p0p50;2004;0.1105
West Asia;Bottom 50%;p0p50;2005;0.1112
West Asia;Bottom 50%;p0p50;2006;0.1105
West Asia;Bottom 50%;p0p50;2007;0.11
West Asia;Bottom 50%;p0p50;2008;0.1094
West Asia;Bottom 50%;p0p50;2009;0.1207
West Asia;Bottom 50%;p0p50;2010;0.1309
West Asia;Bottom 50%;p0p50;2011;0.1273
West Asia;Bottom 50%;p0p50;2012;0.1316
West Asia;Bottom 50%;p0p50;2013;0.131
West Asia;Bottom 50%;p0p50;2014;0.1342
West Asia;Bottom 50%;p0p50;2015;0.1356
West Asia;Bottom 50%;p0p50;2016;0.1347
West Asia;Bottom 50%;p0p50;2017;0.1367
West Asia;Bottom 50%;p0p50;2018;0.135
West Asia;Bottom 50%;p0p50;2019;0.1355
West Asia;Bottom 50%;p0p50;2020;0.1276
West Asia;Bottom 50%;p0p50;2021;0.1256
West Asia;Bottom 50%;p0p50;2022;0.1256
West Asia;Bottom 50%;p0p50;2023;0.1246
Western Europe;Top 1%;p99p100;1950;
Western Europe;Top 1%;p99p100;1951;
Western Europe;Top 1%;p99p100;1952;
Western Europe;Top 1%;p99p100;1953;
Western Europe;Top 1%;p99p100;1954;
Western Europe;Top 1%;p99p100;1955;
Western Europe;Top 1%;p99p100;1956;
Western Europe;Top 1%;p99p100;1957;
Western Europe;Top 1%;p99p100;1958;
Western Europe;Top 1%;p99p100;1959;
Western Europe;Top 1%;p99p100;1960;
Western Europe;Top 1%;p99p100;1961;
Western Europe;Top 1%;p99p100;1962;
Western Europe;Top 1%;p99p100;1963;
Western Europe;Top 1%;p99p100;1964;
Western Europe;Top 1%;p99p100;1965;
Western Europe;Top 1%;p99p100;1966;
Western Europe;Top 1%;p99p100;1967;
Western Europe;Top 1%;p99p100;1968;
Western Europe;Top 1%;p99p100;1969;
Western Europe;Top 1%;p99p100;1970;
Western Europe;Top 1%;p99p100;1971;
Western Europe;Top 1%;p99p100;1972;
Western Europe;Top 1%;p99p100;1973;
Western Europe;Top 1%;p99p100;1974;
Western Europe;Top 1%;p99p100;1975;
Western Europe;Top 1%;p99p100;1976;
Western Europe;Top 1%;p99p100;1977;
Western Europe;Top 1%;p99p100;1978;
Western Europe;Top 1%;p99p100;1979;
Western Europe;Top 1%;p99p100;1980;0.0826
Western Europe;Top 1%;p99p100;1981;0.08
Western Europe;Top 1%;p99p100;1982;0.0803
Western Europe;Top 1%;p99p100;1983;0.08
Western Europe;Top 1%;p99p100;1984;0.0808
Western Europe;Top 1%;p99p100;1985;0.0828
Western Europe;Top 1%;p99p100;1986;0.0862
Western Europe;Top 1%;p99p100;1987;0.088
Western Europe;Top 1%;p99p100;1988;0.0918
Western Europe;Top 1%;p99p100;1989;0.0945
Western Europe;Top 1%;p99p100;1990;0.0934
Western Europe;Top 1%;p99p100;1991;0.0919
Western Europe;Top 1%;p99p100;1992;0.0894
Western Europe;Top 1%;p99p100;1993;0.0892
Western Europe;Top 1%;p99p100;1994;0.0923
Western Europe;Top 1%;p99p100;1995;0.0939
Western Europe;Top 1%;p99p100;1996;0.1
Western Europe;Top 1%;p99p100;1997;0.1044
Western Europe;Top 1%;p99p100;1998;0.1097
Western Europe;Top 1%;p99p100;1999;0.1075
Western Europe;Top 1%;p99p100;2000;0.1082
Western Europe;Top 1%;p99p100;2001;0.1067
Western Europe;Top 1%;p99p100;2002;0.1051
Western Europe;Top 1%;p99p100;2003;0.1079
Western Europe;Top 1%;p99p100;2004;0.1106
Western Europe;Top 1%;p99p100;2005;0.116
Western Europe;Top 1%;p99p100;2006;0.1184
Western Europe;Top 1%;p99p100;2007;0.1217
Western Europe;Top 1%;p99p100;2008;0.1177
Western Europe;Top 1%;p99p100;2009;0.1127
Western Europe;Top 1%;p99p100;2010;0.1118
Western Europe;Top 1%;p99p100;2011;0.1148
Western Europe;Top 1%;p99p100;2012;0.1134
Western Europe;Top 1%;p99p100;2013;0.1144
Western Europe;Top 1%;p99p100;2014;0.1174
Western Europe;Top 1%;p99p100;2015;0.1155
Western Europe;Top 1%;p99p100;2016;0.1181
Western Europe;Top 1%;p99p100;2017;0.1199
Western Europe;Top 1%;p99p100;2018;0.12
Western Europe;Top 1%;p99p100;2019;0.1182
Western Europe;Top 1%;p99p100;2020;0.1195
Western Europe;Top 1%;p99p100;2021;0.1224
Western Europe;Top 1%;p99p100;2022;0.121
Western Europe;Top 1%;p99p100;2023;0.121
Western Europe;Bottom 50%;p0p50;1950;
Western Europe;Bottom 50%;p0p50;1951;
Western Europe;Bottom 50%;p0p50;1952;
Western Europe;Bottom 50%;p0p50;1953;
Western Europe;Bottom 50%;p0p50;1954;
Western Europe;Bottom 50%;p0p50;1955;
Western Europe;Bottom 50%;p0p50;1956;
Western Europe;Bottom 50%;p0p50;1957;
Western Europe;Bottom 50%;p0p50;1958;
Western Europe;Bottom 50%;p0p50;1959;
Western Europe;Bottom 50%;p0p50;1960;
Western Europe;Bottom 50%;p0p50;1961;
Western Europe;Bottom 50%;p0p50;1962;
Western Europe;Bottom 50%;p0p50;1963;
Western Europe;Bottom 50%;p0p50;1964;
Western Europe;Bottom 50%;p0p50;1965;
Western Europe;Bottom 50%;p0p50;1966;
Western Europe;Bottom 50%;p0p50;1967;
Western Europe;Bottom 50%;p0p50;1968;
Western Europe;Bottom 50%;p0p50;1969;
Western Europe;Bottom 50%;p0p50;1970;
Western Europe;Bottom 50%;p0p50;1971;
Western Europe;Bottom 50%;p0p50;1972;
Western Europe;Bottom 50%;p0p50;1973;
Western Europe;Bottom 50%;p0p50;1974;
Western Europe;Bottom 50%;p0p50;1975;
Western Europe;Bottom 50%;p0p50;1976;
Western Europe;Bottom 50%;p0p50;1977;
Western Europe;Bottom 50%;p0p50;1978;
Western Europe;Bottom 50%;p0p50;1979;
Western Europe;Bottom 50%;p0p50;1980;0.2191
Western Europe;Bottom 50%;p0p50;1981;0.2198
Western Europe;Bottom 50%;p0p50;1982;0.2201
Western Europe;Bottom 50%;p0p50;1983;0.219
Western Europe;Bottom 50%;p0p50;1984;0.2179
Western Europe;Bottom 50%;p0p50;1985;0.2169
Western Europe;Bottom 50%;p0p50;1986;0.2152
Western Europe;Bottom 50%;p0p50;1987;0.2139
Western Europe;Bottom 50%;p0p50;1988;0.2116
Western Europe;Bottom 50%;p0p50;1989;0.2101
Western Europe;Bottom 50%;p0p50;1990;0.2072
Western Europe;Bottom 50%;p0p50;1991;0.2065
Western Europe;Bottom 50%;p0p50;1992;0.207
Western Europe;Bottom 50%;p0p50;1993;0.2054
Western Europe;Bottom 50%;p0p50;1994;0.2032
Western Europe;Bottom 50%;p0p50;1995;0.2024
Western Europe;Bottom 50%;p0p50;1996;0.2001
Western Europe;Bottom 50%;p0p50;1997;0.1993
Western Europe;Bottom 50%;p0p50;1998;0.1964
Western Europe;Bottom 50%;p0p50;1999;0.1964
Western Europe;Bottom 50%;p0p50;2000;0.1963
Western Europe;Bottom 50%;p0p50;2001;0.1963
Western Europe;Bottom 50%;p0p50;2002;0.1966
Western Europe;Bottom 50%;p0p50;2003;0.1957
Western Europe;Bottom 50%;p0p50;2004;0.1944
Western Europe;Bottom 50%;p0p50;2005;0.1921
Western Europe;Bottom 50%;p0p50;2006;0.1911
Western Europe;Bottom 50%;p0p50;2007;0.1899
Western Europe;Bottom 50%;p0p50;2008;0.1922
Western Europe;Bottom 50%;p0p50;2009;0.1911
Western Europe;Bottom 50%;p0p50;2010;0.1937
Western Europe;Bottom 50%;p0p50;2011;0.1924
Western Europe;Bottom 50%;p0p50;2012;0.1916
Western Europe;Bottom 50%;p0p50;2013;0.1879
Western Europe;Bottom 50%;p0p50;2014;0.1892
Western Europe;Bottom 50%;p0p50;2015;0.19
Western Europe;Bottom 50%;p0p50;2016;0.1908
Western Europe;Bottom 50%;p0p50;2017;0.192
Western Europe;Bottom 50%;p0p50;2018;0.1927
Western Europe;Bottom 50%;p0p50;2019;0.1934
Western Europe;Bottom 50%;p0p50;2020;0.1914
Western Europe;Bottom 50%;p0p50;2021;0.1916
Western Europe;Bottom 50%;p0p50;2022;0.1921
Western Europe;Bottom 50%;p0p50;2023;0.1926
